Tanggal,USD/IDR,Harga_Minyak
23/10/19,0.07128,60.78
22/10/19,0.07122,61.91
21/10/19,0.071025,62.74
18/10/19,0.070695,62.39
17/10/19,0.070675,63.1
16/10/19,0.070575,64.77
15/10/19,0.070595,64.28
14/10/19,0.07072,64.4
11/10/19,0.070775,63.6
10/10/19,0.07066,64.55
09/10/19,0.070565,69.02
08/10/19,0.070645,60.22
07/10/19,0.070605,60.38
04/10/19,0.070745,60.81
03/10/19,0.070555,62.38
02/10/19,0.070445,62.59
01/10/19,0.070355,61.54
30/09/19,0.070445,60.95
27/09/19,0.070595,60.7
26/09/19,0.07053,58.26
25/09/19,0.070665,58.66
24/09/19,0.070855,60.43
23/09/19,0.070995,61.08
20/09/19,0.071145,60.49
19/09/19,0.071115,59.51
18/09/19,0.071115,58.7
17/09/19,0.070945,59.34
16/09/19,0.07122,59.92
13/09/19,0.071605,60.3
12/09/19,0.071475,60.03
11/09/19,0.071115,59.74
10/09/19,0.071165,58.64
09/09/19,0.07127,58.23
06/09/19,0.070945,59.48
05/09/19,0.070665,61.3
04/09/19,0.070655,58.57
03/09/19,0.070295,58.53
02/09/19,0.07045,57.38
30/08/19,0.070495,56.23
29/08/19,0.07023,58.94
28/08/19,0.070145,59.81
27/08/19,0.070145,61.89
26/08/19,0.07022,60.5
23/08/19,0.070355,65.17
22/08/19,0.070245,64.72
21/08/19,0.07022,63.71
20/08/19,0.070125,63.46
19/08/19,0.070245,63.39
16/08/19,0.070245,63.18
15/08/19,0.070085,63.83
14/08/19,0.070195,63.26
13/08/19,0.06984,62.47
12/08/19,0.070185,61.93
09/08/19,0.070465,63.66
08/08/19,0.070375,64.35
07/08/19,0.070305,66.48
06/08/19,0.070095,66.72
05/08/19,0.070145,66.52
02/08/19,0.070515,67.01
01/08/19,0.07084,64.16
31/07/19,0.071335,64.11
30/07/19,0.071325,64.23
29/07/19,0.071325,63.3
26/07/19,0.071405,63.82
25/07/19,0.07154,62.4
24/07/19,0.071455,65.06
23/07/19,0.071505,66.55
22/07/19,0.071705,66.55
19/07/19,0.071755,66.49
18/07/19,0.071625,65.05
17/07/19,0.071525,64.86
16/07/19,0.071755,65.2
15/07/19,0.071835,64.45
12/07/19,0.07139,61.82
11/07/19,0.071095,62.14
10/07/19,0.070765,60.94
09/07/19,0.070765,62.01
08/07/19,0.070865,61.31
05/07/19,0.071005,59.97
04/07/19,0.070715,62.29
03/07/19,0.07083,62.29
02/07/19,0.07073,63.29
01/07/19,0.070855,61.67
28/06/19,0.07078,60.63
27/06/19,0.070715,61.97
26/06/19,0.070545,61.28
25/06/19,0.070795,64.49
24/06/19,0.070715,66.87
21/06/19,0.070645,69.45
20/06/19,0.070505,70.11
19/06/19,0.070075,70.11
18/06/19,0.069815,68.69
17/06/19,0.069755,67.76
14/06/19,0.069805,70.99
13/06/19,0.070025,72.18
12/06/19,0.070245,71.97
11/06/19,0.07023,72.21
10/06/19,0.070175,72.62
07/06/19,0.070045,71.77
06/06/19,0.070045,71.24
05/06/19,0.070045,70.23
04/06/19,0.070045,70.62
03/06/19,0.070045,70.39
31/05/19,0.070045,70.37
30/05/19,0.06944,69.88
29/05/19,0.06944,71.24
28/05/19,0.06956,70.85
27/05/19,0.069535,70.75
24/05/19,0.069475,72.18
23/05/19,0.069155,72.8
22/05/19,0.068845,72.04
21/05/19,0.069055,72.15
20/05/19,0.069175,74.35
17/05/19,0.0692,74.57
16/05/19,0.0692,74.51
15/05/19,0.069155,74.04
14/05/19,0.069295,71.97
13/05/19,0.069365,71.62
10/05/19,0.069805,71.72
09/05/19,0.069685,71.18
08/05/19,0.06995,71.55
07/05/19,0.070025,70.83
06/05/19,0.06996,71.73
03/05/19,0.070145,70.61
02/05/19,0.070175,71.1
01/05/19,0.070175,70.34
30/04/19,0.070175,69.4
29/04/19,0.070415,69.31
26/04/19,0.07048,69.37
25/04/19,0.070495,69.01
24/04/19,0.070945,68.39
23/04/19,0.071045,67.82
22/04/19,0.071045,67.83
19/04/19,0.071205,67.97
18/04/19,0.071205,67.21
17/04/19,0.070995,67.03
16/04/19,0.070995,67.86
15/04/19,0.071115,68.5
12/04/19,0.070955,67.61
11/04/19,0.070745,67.54
10/04/19,0.070665,67.16
09/04/19,0.070755,67.23
08/04/19,0.070605,67.55
05/04/19,0.070795,66.67
04/04/19,0.070515,66.58
03/04/19,0.070315,65.74
02/04/19,0.070315,66.3
01/04/19,0.070295,65.99
29/03/19,0.07022,65.86
28/03/19,0.07021,65.67
27/03/19,0.070445,65.07
26/03/19,0.070565,66.03
25/03/19,0.070515,66.39
22/03/19,0.070595,65.21
21/03/19,0.070715,64.76
20/03/19,0.070495,67.12
19/03/19,0.070265,67.07
18/03/19,0.07023,67.08
15/03/19,0.07013,66.45
14/03/19,0.070085,66.5
13/03/19,0.070095,66.25
12/03/19,0.070095,64.57
11/03/19,0.069975,63.61
08/03/19,0.069875,62.42
07/03/19,0.070715,61.51
06/03/19,0.070715,62.1
05/03/19,0.070815,61.63
04/03/19,0.070765,62.69
01/03/19,0.070845,61.98
28/02/19,0.071095,62.51
27/02/19,0.071275,62.75
26/02/19,0.071465,61.89
25/02/19,0.071335,61.65
22/02/19,0.07113,61.32
21/02/19,0.071105,59.93
20/02/19,0.07122,61.64
19/02/19,0.070905,61.09
18/02/19,0.070885,61.14
15/02/19,0.070705,61.5
14/02/19,0.070965,62.74
13/02/19,0.07113,62.7
12/02/19,0.071075,61.18
11/02/19,0.07122,61.32
08/02/19,0.071605,60.64
07/02/19,0.071565,58.99
06/02/19,0.071825,60.48
05/02/19,0.071655,61.68
04/02/19,0.071655,61.44
01/02/19,0.071735,58.72
31/01/19,0.071565,57.33
30/01/19,0.070765,57.06
29/01/19,0.070945,55.95
28/01/19,0.071065,54.91
25/01/19,0.070995,
24/01/19,0.070595,
23/01/19,0.070515,
22/01/19,0.070345,
21/01/19,0.070305,
18/01/19,0.070545,
17/01/19,0.070515,
16/01/19,0.070805,
15/01/19,0.070955,
14/01/19,0.0708,
11/01/19,0.071195,
10/01/19,0.071145,
09/01/19,0.070795,
08/01/19,0.070695,
07/01/19,0.070965,
04/01/19,0.070075,
03/01/19,0.069395,
02/01/19,0.0692,
01/01/19,0.069535,
